onset	duration	trial_type	response_time	stim_file
8	1.5	Seq-3-4-ToolB	n/a	tools/faucet/031b.jpg
16	1.5	Seq-2-N3	n/a	fractals_secondround/browns/i9002.jpeg
24	1.5	NonSeq-AnimalB	n/a	animals/frog/117a.jpg
32	1.5	Seq-4-2	n/a	fractals_experiment/purples/j4110.jpeg
40	1.5	NonSeq-4	n/a	fractals_experiment/greens/j2082.jpeg
48	1.5	Seq-1-3	n/a	fractals_experiment/reds/j8091.jpeg
56	1.5	Repeat	1.3525654720142484	fractals_experiment/reds/j8091.jpeg
64	1.5	Seq-3-4-ToolA	n/a	tools/faucet/031a.jpg
72	1.5	Seq-4-3	n/a	fractals_experiment/browns/j5075.jpeg
80	1.5	NonSeq-5	n/a	fractals_experiment/blues/j10051.jpeg
88	1.5	NonSeq-3	n/a	fractals_experiment/greys/j4029.jpeg
96	1.5	Seq-4-N3	n/a	fractals_secondround/pinks/i5028.jpeg
104	1.5	Seq-2-4-AnimalB	n/a	animals/crab/133b.jpg
112	1.5	NonSeq-N9	n/a	fractals_secondround/greys/i10011.jpeg
120	1.5	NonSeq-N10	n/a	fractals_secondround/pinks/i9006.jpeg
128	1.5	Seq-3-N3	n/a	fractals_secondround/yellows/i5002.jpeg
136	1.5	Seq-1-4-AnimalB	n/a	animals/fox/024b.jpg
144	1.5	NonSeq-N8	n/a	fractals_secondround/cyans/i2002.jpeg
152	1.5	NonSeq-2	n/a	fractals_experiment/purples/j4125.jpeg
160	1.5	Seq-4-4-ToolA	n/a	tools/megaphone/059a.jpg
168	1.5	NonSeq-AnimalA	n/a	animals/frog/1.59_frog1.jpg
176	1.5	Seq-1-N4	n/a	fractals_secondround/greens/i10030.jpeg
184	1.5	Seq-2-4-AnimalA	n/a	animals/crab/1.28_crab2.jpg
192	1.5	NonSeq-N7	n/a	fractals_secondround/reds/i6022.jpeg
200	1.5	Seq-1-N3	n/a	fractals_secondround/greys/i9036.jpeg
208	1.5	NonSeq-1	n/a	fractals_experiment/browns/j10032.jpeg
216	1.5	Seq-3-1	n/a	fractals_experiment/reds/j5085.jpeg
224	1.5	NonSeq-ToolB	n/a	tools/hairdrier/094b.jpg
232	1.5	Seq-1-2	n/a	fractals_experiment/cyans/j8009.jpeg
240	1.5	Seq-2-N4	n/a	fractals_secondround/purples/i7004.jpeg
248	1.5	Seq-3-3	n/a	fractals_experiment/pinks/j2137.jpeg
256	1.5	Seq-1-4-AnimalA	n/a	animals/fox/024a.jpg
264	1.5	Seq-4-N4	n/a	fractals_secondround/reds/i7022.jpeg
272	1.5	Seq-2-1	n/a	fractals_experiment/pinks/j7144.jpeg
280	1.5	Seq-3-2	n/a	fractals_experiment/greys/j8118.jpeg
288	1.5	Seq-4-1	n/a	fractals_experiment/cyans/j6127.jpeg
296	1.5	Seq-2-2	n/a	fractals_experiment/blues/j5130.jpeg
304	1.5	Seq-3-N4	n/a	fractals_secondround/blues/i6012.jpeg
312	1.5	Seq-4-4-ToolB	n/a	tools/megaphone/059b.jpg
320	1.5	NonSeq-ToolA	n/a	tools/hairdrier/072a.jpg
328	1.5	Repeat	1.1182903731241822	tools/hairdrier/072a.jpg
336	1.5	Seq-1-1	n/a	fractals_experiment/yellows/j5118.jpeg
344	1.5	Seq-2-3	n/a	fractals_experiment/greens/j6092.jpeg
352	1.5	NonSeq-6	n/a	fractals_experiment/yellows/j4081.jpeg
