onset	duration	trial_type	response_time	stim_file
8	1.5	NonSeq-4	n/a	fractals_experiment/greens/j2082.jpeg
16	1.5	NonSeq-AnimalA	n/a	animals/frog/1.59_frog1.jpg
24	1.5	Seq-3-4-ToolB	n/a	tools/faucet/031b.jpg
32	1.5	Seq-1-3	n/a	fractals_experiment/reds/j8091.jpeg
40	1.5	Seq-4-2	n/a	fractals_experiment/purples/j4110.jpeg
48	1.5	NonSeq-ToolA	n/a	tools/hairdrier/072a.jpg
56	1.5	Repeat	0.8477774960920215	tools/hairdrier/072a.jpg
64	1.5	Seq-2-2	n/a	fractals_experiment/blues/j5130.jpeg
72	1.5	NonSeq-1	n/a	fractals_experiment/browns/j10032.jpeg
80	1.5	NonSeq-5	n/a	fractals_experiment/blues/j10051.jpeg
88	1.5	Seq-2-4-AnimalA	n/a	animals/crab/1.28_crab2.jpg
96	1.5	Seq-1-1	n/a	fractals_experiment/yellows/j5118.jpeg
104	1.5	Seq-4-3	n/a	fractals_experiment/browns/j5075.jpeg
112	1.5	Seq-3-4-ToolA	n/a	tools/faucet/031a.jpg
120	1.5	NonSeq-3	n/a	fractals_experiment/greys/j4029.jpeg
128	1.5	NonSeq-AnimalB	n/a	animals/frog/117a.jpg
136	1.5	Seq-1-2	n/a	fractals_experiment/cyans/j8009.jpeg
144	1.5	Seq-3-1	n/a	fractals_experiment/reds/j5085.jpeg
152	1.5	Seq-4-4-ToolB	n/a	tools/megaphone/059b.jpg
160	1.5	Seq-2-4-AnimalB	n/a	animals/crab/133b.jpg
168	1.5	NonSeq-ToolB	n/a	tools/hairdrier/094b.jpg
176	1.5	Seq-1-4-AnimalA	n/a	animals/fox/024a.jpg
184	1.5	Repeat	1.3106439989060163	animals/fox/024a.jpg
192	1.5	Seq-3-2	n/a	fractals_experiment/greys/j8118.jpeg
200	1.5	NonSeq-2	n/a	fractals_experiment/purples/j4125.jpeg
208	1.5	Seq-4-4-ToolA	n/a	tools/megaphone/059a.jpg
216	1.5	Seq-1-4-AnimalB	n/a	animals/fox/024b.jpg
224	1.5	Seq-2-3	n/a	fractals_experiment/greens/j6092.jpeg
232	1.5	Seq-3-3	n/a	fractals_experiment/pinks/j2137.jpeg
240	1.5	NonSeq-6	n/a	fractals_experiment/yellows/j4081.jpeg
248	1.5	Seq-4-1	n/a	fractals_experiment/cyans/j6127.jpeg
256	1.5	Seq-2-1	n/a	fractals_experiment/pinks/j7144.jpeg
264	1.5	Seq-1-2	n/a	fractals_experiment/cyans/j8009.jpeg
272	1.5	Repeat	n/a	fractals_experiment/cyans/j8009.jpeg
280	1.5	NonSeq-AnimalA	n/a	animals/frog/1.59_frog1.jpg
288	1.5	Seq-4-4-ToolB	n/a	tools/megaphone/059b.jpg
296	1.5	NonSeq-3	n/a	fractals_experiment/greys/j4029.jpeg
304	1.5	NonSeq-2	n/a	fractals_experiment/purples/j4125.jpeg
312	1.5	Seq-4-2	n/a	fractals_experiment/purples/j4110.jpeg
320	1.5	NonSeq-4	n/a	fractals_experiment/greens/j2082.jpeg
328	1.5	Seq-1-4-AnimalB	n/a	animals/fox/024b.jpg
336	1.5	NonSeq-5	n/a	fractals_experiment/blues/j10051.jpeg
344	1.5	NonSeq-AnimalB	n/a	animals/frog/117a.jpg
352	1.5	Seq-3-1	n/a	fractals_experiment/reds/j5085.jpeg
360	1.5	NonSeq-1	n/a	fractals_experiment/browns/j10032.jpeg
368	1.5	Seq-2-4-AnimalB	n/a	animals/crab/133b.jpg
376	1.5	Seq-4-4-ToolA	n/a	tools/megaphone/059a.jpg
384	1.5	NonSeq-ToolA	n/a	tools/hairdrier/072a.jpg
392	1.5	Seq-2-4-AnimalA	n/a	animals/crab/1.28_crab2.jpg
400	1.5	Seq-3-4-ToolA	n/a	tools/faucet/031a.jpg
408	1.5	Seq-1-4-AnimalA	n/a	animals/fox/024a.jpg
416	1.5	Seq-4-1	n/a	fractals_experiment/cyans/j6127.jpeg
424	1.5	Seq-3-2	n/a	fractals_experiment/greys/j8118.jpeg
432	1.5	Seq-2-1	n/a	fractals_experiment/pinks/j7144.jpeg
440	1.5	NonSeq-6	n/a	fractals_experiment/yellows/j4081.jpeg
448	1.5	Seq-4-3	n/a	fractals_experiment/browns/j5075.jpeg
456	1.5	Seq-2-2	n/a	fractals_experiment/blues/j5130.jpeg
464	1.5	Seq-1-3	n/a	fractals_experiment/reds/j8091.jpeg
472	1.5	Seq-3-4-ToolB	n/a	tools/faucet/031b.jpg
480	1.5	NonSeq-ToolB	n/a	tools/hairdrier/094b.jpg
488	1.5	Repeat	n/a	tools/hairdrier/094b.jpg
496	1.5	Seq-1-1	n/a	fractals_experiment/yellows/j5118.jpeg
504	1.5	Seq-2-3	n/a	fractals_experiment/greens/j6092.jpeg
512	1.5	Seq-3-3	n/a	fractals_experiment/pinks/j2137.jpeg
